식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),알코올(g),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
P123-205020300-0711,속편한미음사과당근미음,P,가공식품,1,가공식품,23,즉석식품류,23205,죽,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,53,,0.67,0.00,,12.00,0.00,,,,,,43,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,250ml(g),150g,2019021198860,(주)한국푸드씨스템,해당없음,해당없음,N,,해당없음,2,수집,2020-06-30,2026-07-28 00:00:00
P109-801080100-0763,소피루비포도,P,가공식품,1,가공식품,09,음료류,09801,액상음료,0900008,기타음료,090000801,혼합음료,00,해당없음,100ml,39,,0.00,0.00,,9.55,9.55,,,,,,6,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,220ml,2016052105325,와이에프티(주),해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P101-106000100-5206,소이조이 애플,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01106,일반과자,0100000,해당없음,010000001,과자,00,해당없음,100g,423,,13.33,23.33,,46.67,30.00,,,,,,193,,,,,,,,,36.67,6.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,,23JPN0T00D2,"OTSUKA PHARMACEUTICAL CO., LTD",한국오츠카제약(주),해당없음,Y,392,일본,2,수집,2023-12-31,2026-07-28 00:00:00
P101-405000400-3223,소시지데니시F,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01405,기타 빵,0100000,해당없음,010000004,빵류,00,해당없음,100g,374,,10.53,25.26,,25.26,5.26,,,,,,574,,,,,,,,,37.89,9.47,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,95g,20140036600536,몽상클레르 코리아,해당없음,해당없음,N,,해당없음,2,수집,2023-12-22,2026-07-28 00:00:00
P101-426000400-0453,소세지소금빵,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01426,소금빵,0100000,해당없음,010000004,빵류,00,해당없음,100g,271,,11.69,7.95,,38.11,2.52,,,,,,762,,,,,,,,,37.38,2.20,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,85g,2010012022495,코코베이커리,해당없음,해당없음,N,,해당없음,2,수집,2026-03-06,2026-07-28 00:00:00
P101-427000400-0013,소보루빵(상온),P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01427,소보로빵,0100000,해당없음,010000004,빵류,00,해당없음,100g,416,,8.57,11.43,,71.43,11.43,,,,,,260,,,,,,,,,57.14,6.43,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,70g,20180290774226,(주)힐링에프앤비,해당없음,해당없음,N,,해당없음,2,수집,2024-01-15,2026-07-28 00:00:00
P120-600060000-3903,소문난 얼큰 조방낙지 (낙곱새),P,가공식품,1,가공식품,20,수산가공식품류,20600,기타 수산가공품,2000006,기타 수산물가공품,200000600,해당없음,00,해당없음,100g,113,,9.90,6.70,,3.30,3.20,,,,,,329,,,,,,,,,43.40,2.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,700g,2018014453659,(주)팜블리,해당없음,해당없음,N,,해당없음,2,수집,2026-06-18,2026-07-28 00:00:00
P101-501000500-0193,소담 기정떡1호,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01501,떡,0100000,해당없음,010000005,떡류,00,해당없음,100g,306,,5.00,0.63,,70.00,12.50,,,,,,470,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,80g,20040182486823,(주)떡파는사람들,해당없음,해당없음,N,,해당없음,2,수집,2025-06-24,2026-07-28 00:00:00
P116-705070100-0415,소금맛 마늘칩,P,가공식품,1,가공식품,16,농산가공식품류,16705,기타 농산가공품,1600007,기타 농산가공품류,160000701,과·채가공품,00,해당없음,100g,437,,17.00,10.90,,67.70,8.30,,,,,,30,,,,,,,,,0.00,4.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,,21CN18J00D2,"QINGDAO KINGER FOOD CO., LTD",화인리빙 주식회사,해당없음,Y,156,중국,2,수집,2023-12-31,2026-07-28 00:00:00
P123-212020400-0020,소고기미나리구이,P,가공식품,1,가공식품,23,즉석식품류,23212,반찬,2300002,즉석섭취·편의식품류,230000204,간편조리세트,00,해당없음,100g,178,,6.42,13.76,,7.19,2.45,,,,,,209,,,,,,,,,30.28,6.12,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,654g,20180280152307,주식회사마이셰프,해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P116-704070400-1335,셰프스 크리스피 프라이 7MM,P,가공식품,1,가공식품,16,농산가공식품류,16704,서류가공품,1600007,기타 농산가공품류,160000704,서류가공품,00,해당없음,100g,140,,2.30,4.30,,23.00,1.00,,,,,,116,,,,,,,,,0.00,1.00,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,,25BE0BP00D8,FARM FRITES BELGIUM B.V.,주식회사 에이비랩코리아,해당없음,Y,056,벨기에,2,수집,2026-05-04,2026-07-28 00:00:00
P123-204020300-1618,세토우치 시오라멘,P,가공식품,1,가공식품,23,즉석식품류,23204,즉석 면요리,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,277,,7.67,4.83,,50.83,0.00,,,,,,2567,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,240g,26JP0OS00D7,"KURATA FOODS CO.,LTD.",(주)천하코퍼레이션,해당없음,Y,392,일본,2,수집,2026-04-10,2026-07-28 00:00:00
P117-201020100-1141,세블락소시지,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17201,소시지,1700002,소시지류(축산물가공품),170000201,소시지,00,해당없음,100g,271,,14.80,19.20,,9.70,2.50,,,,,,761,,,,,,,,,30.80,4.10,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,1000g,2008061458440,(주)사조오양 양산공장,해당없음,해당없음,N,,해당없음,2,수집,2026-06-23,2026-07-28 00:00:00
P101-410000400-0701,성수크로와글 연유(냉동),P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01410,페이스트리,0100000,해당없음,010000004,빵류,00,해당없음,100g,325,,7.50,26.25,,15.00,13.75,,,,,,438,,,,,,,,,12.50,3.75,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,80g,20090205267860,철은인터내셔날(주),해당없음,해당없음,N,,해당없음,2,수집,2025-05-02,2026-07-28 00:00:00
P105-001000100-0230,설탕대신올리고당사과잼,P,가공식품,1,가공식품,05,잼류,05001,잼,0500000,해당없음,050000001,잼,00,해당없음,100g,260,,0.00,0.00,,65.00,50.00,,,,,,0,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,20g,380g,19920221099224,(주)호남샤니,해당없음,해당없음,N,,해당없음,2,수집,2020-06-30,2026-07-28 00:00:00
P106-004000400-0195,설곤약 향라웨이,P,가공식품,1,가공식품,06,두부류 또는 묵류,06004,묵,0600000,해당없음,060000004,묵류,00,해당없음,100g,83,,1.11,3.61,,11.11,0.00,,,,,,1261,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,80g,,23CN0SW00D4,"GOLDEN MILL FOOD CO.,LTD.",후 식품,해당없음,Y,156,중국,2,수집,2023-12-31,2026-07-28 00:00:00
P109-801080100-2201,석류홍삼콜라겐,P,가공식품,1,가공식품,09,음료류,09801,액상음료,0900008,기타음료,090000801,혼합음료,00,해당없음,100g,248,,5.80,0.00,,56.30,48.10,,,,,,42,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,300g,20030211151189,고려홍삼원(주),해당없음,해당없음,N,,해당없음,2,수집,2024-02-21,2026-07-28 00:00:00
P101-106000100-0995,서주버터와플,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01106,일반과자,0100000,해당없음,010000001,과자,00,해당없음,100g,483,,6.16,19.18,,71.92,33.56,,,,,,219,,,,,,,,,41.10,10.96,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,146g,1994048423999,서주제과(주),해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P117-501050100-7629,서울식 한우 소머리 국밥용 고기,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17501,양념육,1700005,양념육류(축산물가공품),170000501,양념육,00,해당없음,100g,195,,25.00,11.00,,0.00,0.00,,,,,,30,,,,,,,,,85.00,4.80,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,1000g,202406330283,(주) 불스에프앤비,해당없음,해당없음,N,,해당없음,2,수집,2026-04-30,2026-07-28 00:00:00
P123-302030100-3264,서령 고기만두,P,가공식품,1,가공식품,23,즉석식품류,23302,만두,2300003,만두류,230000301,만두,00,해당없음,100g,169,,10.67,5.93,,18.27,2.62,,,,,,208,,,,,,,,,12.67,3.12,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150g,1400g,20130370018502,농업회사법인한만두식품 주식회사,해당없음,해당없음,N,,해당없음,2,수집,2026-02-24,2026-07-28 00:00:00
P109-801080100-2198,샤인머스캣에이드,P,가공식품,1,가공식품,09,음료류,09801,액상음료,0900008,기타음료,090000801,혼합음료,00,해당없음,100ml,48,,0.00,0.00,,11.74,11.74,,,,,,26,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,230ml,200306143071425,(주)젠푸드,해당없음,해당없음,N,,해당없음,2,수집,2024-02-08,2026-07-28 00:00:00
P101-409000400-2850,생크림케이크(소),P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01409,케이크,0100000,해당없음,010000004,빵류,00,해당없음,100g,276,,3.00,20.00,,21.00,13.00,,,,,,33,,,,,,,,,96.00,12.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,960g,20100288523114,(주)한스제과,해당없음,해당없음,N,,해당없음,2,수집,2024-04-24,2026-07-28 00:00:00
P108-011000100-0005,생우동면,P,가공식품,1,가공식품,08,면류,08011,우동면,0800000,해당없음,080000001,생면,00,해당없음,100g,281,,7.19,3.59,,55.09,1.80,,,,,,539,,,,,,,,,0.00,0.48,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,"생·숙면 200g, 건면 100g, 당면 30g, 유탕면(봉지)120g, 유탕면(용기)80g",1000g,19930443028511,(주)면사랑,해당없음,해당없음,N,,해당없음,2,수집,2019-06-30,2026-07-28 00:00:00
P103-102020500-1811,생미쉘 초코필링도넛,P,가공식품,1,가공식품,03,코코아가공품류 또는 초콜릿류,03102,초콜릿과자,0300002,초콜릿류,030000205,초콜릿가공품,00,해당없음,100g,436,,6.11,23.33,,51.11,25.00,,,,,,267,,,,,,,,,61.11,3.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,,24FR0PD00D0,ST MICHEL CONTRES,티디에프코리아(주),해당없음,Y,250,프랑스,2,수집,2024-12-31,2026-07-28 00:00:00
P109-102010200-4922,생강차 BS,P,가공식품,1,가공식품,09,음료류,09102,액상차,0900001,다류,090000102,액상차,00,해당없음,100ml,144,,0.04,15.41,,1.42,1.35,,,,,,3,,,,,,,,,0.00,1.85,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,280ml,2025047099918,주식회사 비에스바이오,해당없음,해당없음,N,,해당없음,2,수집,2026-04-07,2026-07-28 00:00:00
P123-201020300-5814,샐리쿡 팥찰밥,P,가공식품,1,가공식품,23,즉석식품류,23201,밥류,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,286,,6.56,2.00,,64.51,5.00,,,,,,100,,,,,,,,,0.00,1.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,210g,200g,2020028039066,주식회사샐리쿡,해당없음,해당없음,N,,해당없음,2,수집,2025-10-15,2026-07-28 00:00:00
P114-400020100-2194,새콤락교,P,가공식품,1,가공식품,14,절임류 또는 조림류,14400,절임식품,1400002,절임류,140000201,절임식품,00,해당없음,100g,30,,0.70,0.40,,6.00,2.00,,,,,,960,,,,,,,,,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,25g,1000g,1998061401865,오성종합식품,해당없음,해당없음,N,,해당없음,2,수집,2026-01-19,2026-07-28 00:00:00
P123-302030100-3142,새우왕교자만두,P,가공식품,1,가공식품,23,즉석식품류,23302,만두,2300003,만두류,230000301,만두,00,해당없음,100g,170,,7.00,6.00,,22.00,3.00,,,,,,350,,,,,,,,,20.00,1.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150g,1400g,20000498094431,나래식품주식회사,해당없음,해당없음,N,,해당없음,2,수집,2025-12-26,2026-07-28 00:00:00
P123-227020300-0233,새우계란덮밥소스,P,가공식품,1,가공식품,23,즉석식품류,23227,소스/드레싱,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,79,,4.45,4.56,,5.08,2.59,,,,,,438,,,,,,,,,98.15,0.97,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,20140512224899,주)짱죽,해당없음,해당없음,N,,해당없음,2,수집,2025-05-02,2026-07-28 00:00:00
P105-001000100-1866,새미골농원딸기잼,P,가공식품,1,가공식품,05,잼류,05001,잼,0500000,해당없음,050000001,잼,00,해당없음,100g,278,,1.40,0.50,,66.90,61.90,,,,,,2,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,20g,100g,201306060271,새미골농원,해당없음,해당없음,N,,해당없음,2,수집,2025-11-21,2026-07-28 00:00:00
P101-107000100-1183,상투과자,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01107,전통과자,0100000,해당없음,010000001,과자,00,해당없음,100g,355,,6.00,5.00,,71.00,57.00,,,,,,50,,,,,,,,,25.00,0.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,400g,20020355141142,마늘빵집,해당없음,해당없음,N,,해당없음,2,수집,2025-07-25,2026-07-28 00:00:00
P112-009000900-0243,삼화맛된장,P,가공식품,1,가공식품,12,장류,12009,된장,1200000,해당없음,120000009,된장,00,해당없음,100g,166,,12.00,1.20,,27.00,13.00,,,,,,3180,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,14000g,1997018109030,삼화식품공사,해당없음,해당없음,N,,해당없음,2,수집,2025-04-30,2026-07-28 00:00:00
P120-401040000-0039,삼육김,P,가공식품,1,가공식품,20,수산가공식품류,20401,김,2000004,조미김,200000400,해당없음,00,해당없음,100g,600,,23.50,46.00,,22.50,0.00,,,,,,1725,,,,,,,,,13.50,7.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,4g,160g,201904652851,삼육식품,해당없음,해당없음,N,,해당없음,2,수집,2022-12-29,2026-07-28 00:00:00
P101-501000500-4241,삼색경단,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01501,떡,0100000,해당없음,010000005,떡류,00,해당없음,100g,232,,5.00,0.00,,53.00,20.00,,,,,,202,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,1000g,20210600449468,에스씨컴퍼니,해당없음,해당없음,N,,해당없음,2,수집,2026-01-07,2026-07-28 00:00:00
P109-802080200-0726,삼대오백 BCAA 프로 피치,P,가공식품,1,가공식품,09,음료류,09802,농축음료/베이스,0900008,기타음료,090000802,음료베이스,00,해당없음,100g,387,,60.00,0.00,,40.00,0.00,,,,,,27,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150ml,500g,201703553432969,코뉴,해당없음,해당없음,N,,해당없음,2,수집,2024-02-20,2026-07-28 00:00:00
P117-501050100-2546,삶은머리,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17501,양념육,1700005,양념육류(축산물가공품),170000501,양념육,00,해당없음,100g,8,,0.90,0.47,,0.00,0.00,,,,,,2,,,,,,,,,2.66,0.17,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,3000g,202507260025,(유)평화축산에스디에프앤씨,해당없음,해당없음,N,,해당없음,2,수집,2025-02-24,2026-07-28 00:00:00
P114-400020100-2072,살롱드파파 프리미엄 순살간장게장,P,가공식품,1,가공식품,14,절임류 또는 조림류,14400,절임식품,1400002,절임류,140000201,절임식품,00,해당없음,100g,40,,5.00,0.50,,4.00,3.00,,,,,,420,,,,,,,,,30.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,25g,100g,2020019268437,에스에이치 푸드익스프레스,해당없음,해당없음,N,,해당없음,2,수집,2026-01-14,2026-07-28 00:00:00
P123-203020300-0575,산채주먹밥 고추장버전,P,가공식품,1,가공식품,23,즉석식품류,23203,주먹밥/김밥/초밥,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,195,,3.00,5.00,,35.00,1.00,,,,,,430,,,,,,,,,10.00,1.20,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,210g,100g,20210504123366,(주)엄지식품,해당없음,해당없음,N,,해당없음,2,수집,2025-05-29,2026-07-28 00:00:00
